"indic_de","unit","geo","time","values"
"PC_Y60_64","PC","IE04",2017,5.6
"PC_Y65_69","PC","IE04",2017,4.9
"PC_Y70_74","PC","IE04",2017,3.9
"PC_Y75_79","PC","IE04",2017,2.7
"PC_Y80_84","PC","IE04",2017,2
"PC_Y85_MAX","PC","IE04",2017,1.8
"PC_Y60_64","PC","IE04",2018,5.6
"PC_Y65_69","PC","IE04",2018,5
"PC_Y70_74","PC","IE04",2018,4
"PC_Y75_79","PC","IE04",2018,2.8
"PC_Y80_84","PC","IE04",2018,2
"PC_Y85_MAX","PC","IE04",2018,1.8
"PC_Y60_64","PC","IE05",2017,5.4
"PC_Y65_69","PC","IE05",2017,4.8
"PC_Y70_74","PC","IE05",2017,3.8
"PC_Y75_79","PC","IE05",2017,2.6
"PC_Y80_84","PC","IE05",2017,1.9
"PC_Y85_MAX","PC","IE05",2017,1.5
"PC_Y60_64","PC","IE05",2018,5.4
"PC_Y65_69","PC","IE05",2018,4.8
"PC_Y70_74","PC","IE05",2018,4
"PC_Y75_79","PC","IE05",2018,2.7
"PC_Y80_84","PC","IE05",2018,1.9
"PC_Y85_MAX","PC","IE05",2018,1.6
"PC_Y60_64","PC","IE06",2017,4.6
"PC_Y65_69","PC","IE06",2017,4
"PC_Y70_74","PC","IE06",2017,3.1
"PC_Y75_79","PC","IE06",2017,2.2
"PC_Y80_84","PC","IE06",2017,1.6
"PC_Y85_MAX","PC","IE06",2017,1.3
"PC_Y60_64","PC","IE06",2018,4.7
"PC_Y65_69","PC","IE06",2018,4
"PC_Y70_74","PC","IE06",2018,3.2
"PC_Y75_79","PC","IE06",2018,2.2
"PC_Y80_84","PC","IE06",2018,1.6
"PC_Y85_MAX","PC","IE06",2018,1.3
"PC_Y60_64","PC","IS",2017,5.5
"PC_Y65_69","PC","IS",2017,4.6
"PC_Y70_74","PC","IS",2017,3.5
"PC_Y75_79","PC","IS",2017,2.3
"PC_Y80_84","PC","IS",2017,1.8
"PC_Y85_MAX","PC","IS",2017,1.8
"PC_Y60_64","PC","IS",2018,5.6
"PC_Y65_69","PC","IS",2018,4.6
"PC_Y70_74","PC","IS",2018,3.5
"PC_Y75_79","PC","IS",2018,2.4
"PC_Y80_84","PC","IS",2018,1.7
"PC_Y85_MAX","PC","IS",2018,1.8
"PC_Y60_64","PC","IS0",2017,5.5
"PC_Y65_69","PC","IS0",2017,4.6
"PC_Y70_74","PC","IS0",2017,3.5
"PC_Y75_79","PC","IS0",2017,2.3
"PC_Y80_84","PC","IS0",2017,1.8
"PC_Y85_MAX","PC","IS0",2017,1.8
"PC_Y60_64","PC","IS0",2018,5.6
"PC_Y65_69","PC","IS0",2018,4.6
"PC_Y70_74","PC","IS0",2018,3.5
"PC_Y75_79","PC","IS0",2018,2.4
"PC_Y80_84","PC","IS0",2018,1.7
"PC_Y85_MAX","PC","IS0",2018,1.8
"PC_Y60_64","PC","IS00",2017,5.5
"PC_Y65_69","PC","IS00",2017,4.6
"PC_Y70_74","PC","IS00",2017,3.5
"PC_Y75_79","PC","IS00",2017,2.3
"PC_Y80_84","PC","IS00",2017,1.8
"PC_Y85_MAX","PC","IS00",2017,1.8
"PC_Y60_64","PC","IS00",2018,5.6
"PC_Y65_69","PC","IS00",2018,4.6
"PC_Y70_74","PC","IS00",2018,3.5
"PC_Y75_79","PC","IS00",2018,2.4
"PC_Y80_84","PC","IS00",2018,1.7
"PC_Y85_MAX","PC","IS00",2018,1.8
"PC_Y60_64","PC","IT",2017,6.1
"PC_Y65_69","PC","IT",2017,6
"PC_Y70_74","PC","IT",2017,4.9
"PC_Y75_79","PC","IT",2017,4.6
"PC_Y80_84","PC","IT",2017,3.4
"PC_Y85_MAX","PC","IT",2017,3.4
"PC_Y60_64","PC","IT",2018,6.2
"PC_Y65_69","PC","IT",2018,5.9
"PC_Y70_74","PC","IT",2018,5.1
"PC_Y75_79","PC","IT",2018,4.6
"PC_Y80_84","PC","IT",2018,3.5
"PC_Y85_MAX","PC","IT",2018,3.5
"PC_Y60_64","PC","ITC",2017,6.1
"PC_Y65_69","PC","ITC",2017,6.1
"PC_Y70_74","PC","ITC",2017,5.2
"PC_Y75_79","PC","ITC",2017,5.1
"PC_Y80_84","PC","ITC",2017,3.7
"PC_Y85_MAX","PC","ITC",2017,3.6
"PC_Y60_64","PC","ITC",2018,6.2
"PC_Y65_69","PC","ITC",2018,6
"PC_Y70_74","PC","ITC",2018,5.3
"PC_Y75_79","PC","ITC",2018,5
"PC_Y80_84","PC","ITC",2018,3.7
"PC_Y85_MAX","PC","ITC",2018,3.7
"PC_Y60_64","PC","ITC1",2017,6.4
"PC_Y65_69","PC","ITC1",2017,6.4
"PC_Y70_74","PC","ITC1",2017,5.4
"PC_Y75_79","PC","ITC1",2017,5.4
"PC_Y80_84","PC","ITC1",2017,4
"PC_Y85_MAX","PC","ITC1",2017,3.9
"PC_Y60_64","PC","ITC1",2018,6.5
"PC_Y65_69","PC","ITC1",2018,6.3
"PC_Y70_74","PC","ITC1",2018,5.6
"PC_Y75_79","PC","ITC1",2018,5.3
"PC_Y80_84","PC","ITC1",2018,4.1
"PC_Y85_MAX","PC","ITC1",2018,4
"PC_Y60_64","PC","ITC2",2017,6.4
"PC_Y65_69","PC","ITC2",2017,6.2
"PC_Y70_74","PC","ITC2",2017,5.1
"PC_Y75_79","PC","ITC2",2017,4.9
"PC_Y80_84","PC","ITC2",2017,3.4
"PC_Y85_MAX","PC","ITC2",2017,3.6
"PC_Y60_64","PC","ITC2",2018,6.5
"PC_Y65_69","PC","ITC2",2018,6.2
"PC_Y70_74","PC","ITC2",2018,5.2
"PC_Y75_79","PC","ITC2",2018,5
"PC_Y80_84","PC","ITC2",2018,3.5
"PC_Y85_MAX","PC","ITC2",2018,3.6
"PC_Y60_64","PC","ITC3",2017,6.5
"PC_Y65_69","PC","ITC3",2017,6.7
"PC_Y70_74","PC","ITC3",2017,6
"PC_Y75_79","PC","ITC3",2017,6.1
"PC_Y80_84","PC","ITC3",2017,4.6
"PC_Y85_MAX","PC","ITC3",2017,5
"PC_Y60_64","PC","ITC3",2018,6.6
"PC_Y65_69","PC","ITC3",2018,6.5
"PC_Y70_74","PC","ITC3",2018,6.2
"PC_Y75_79","PC","ITC3",2018,6
"PC_Y80_84","PC","ITC3",2018,4.7
"PC_Y85_MAX","PC","ITC3",2018,5
"PC_Y60_64","PC","ITC4",2017,5.9
"PC_Y65_69","PC","ITC4",2017,5.9
"PC_Y70_74","PC","ITC4",2017,4.9
"PC_Y75_79","PC","ITC4",2017,4.8
"PC_Y80_84","PC","ITC4",2017,3.4
"PC_Y85_MAX","PC","ITC4",2017,3.2
"PC_Y60_64","PC","ITC4",2018,6
"PC_Y65_69","PC","ITC4",2018,5.8
"PC_Y70_74","PC","ITC4",2018,5.1
"PC_Y75_79","PC","ITC4",2018,4.7
"PC_Y80_84","PC","ITC4",2018,3.5
"PC_Y85_MAX","PC","ITC4",2018,3.3
"PC_Y60_64","PC","ITF",2017,6.1
"PC_Y65_69","PC","ITF",2017,5.8
"PC_Y70_74","PC","ITF",2017,4.5
"PC_Y75_79","PC","ITF",2017,4
"PC_Y80_84","PC","ITF",2017,3.1
"PC_Y85_MAX","PC","ITF",2017,2.9
"PC_Y60_64","PC","ITF",2018,6.2
"PC_Y65_69","PC","ITF",2018,5.8
"PC_Y70_74","PC","ITF",2018,4.7
"PC_Y75_79","PC","ITF",2018,4
"PC_Y80_84","PC","ITF",2018,3.1
"PC_Y85_MAX","PC","ITF",2018,3
"PC_Y60_64","PC","ITF1",2017,6.4
"PC_Y65_69","PC","ITF1",2017,6.2
"PC_Y70_74","PC","ITF1",2017,4.8
"PC_Y75_79","PC","ITF1",2017,4.7
"PC_Y80_84","PC","ITF1",2017,3.7
"PC_Y85_MAX","PC","ITF1",2017,3.9
"PC_Y60_64","PC","ITF1",2018,6.5
"PC_Y65_69","PC","ITF1",2018,6.2
"PC_Y70_74","PC","ITF1",2018,5.1
"PC_Y75_79","PC","ITF1",2018,4.6
"PC_Y80_84","PC","ITF1",2018,3.8
"PC_Y85_MAX","PC","ITF1",2018,3.9
"PC_Y60_64","PC","ITF2",2017,6.7
"PC_Y65_69","PC","ITF2",2017,6.4
"PC_Y70_74","PC","ITF2",2017,4.6
"PC_Y75_79","PC","ITF2",2017,4.7
"PC_Y80_84","PC","ITF2",2017,4
"PC_Y85_MAX","PC","ITF2",2017,4.3
"PC_Y60_64","PC","ITF2",2018,6.7
"PC_Y65_69","PC","ITF2",2018,6.4
"PC_Y70_74","PC","ITF2",2018,5
"PC_Y75_79","PC","ITF2",2018,4.5
"PC_Y80_84","PC","ITF2",2018,4
"PC_Y85_MAX","PC","ITF2",2018,4.3
"PC_Y60_64","PC","ITF3",2017,5.8
"PC_Y65_69","PC","ITF3",2017,5.4
"PC_Y70_74","PC","ITF3",2017,4.2
"PC_Y75_79","PC","ITF3",2017,3.6
"PC_Y80_84","PC","ITF3",2017,2.6
"PC_Y85_MAX","PC","ITF3",2017,2.4
"PC_Y60_64","PC","ITF3",2018,6
"PC_Y65_69","PC","ITF3",2018,5.4
"PC_Y70_74","PC","ITF3",2018,4.5
"PC_Y75_79","PC","ITF3",2018,3.6
"PC_Y80_84","PC","ITF3",2018,2.6
"PC_Y85_MAX","PC","ITF3",2018,2.4
"PC_Y60_64","PC","ITF4",2017,6.1
"PC_Y65_69","PC","ITF4",2017,6.1
"PC_Y70_74","PC","ITF4",2017,4.8
"PC_Y75_79","PC","ITF4",2017,4.2
"PC_Y80_84","PC","ITF4",2017,3.2
"PC_Y85_MAX","PC","ITF4",2017,3
"PC_Y60_64","PC","ITF4",2018,6.3
"PC_Y65_69","PC","ITF4",2018,6
"PC_Y70_74","PC","ITF4",2018,5.1
"PC_Y75_79","PC","ITF4",2018,4.3
"PC_Y80_84","PC","ITF4",2018,3.2
"PC_Y85_MAX","PC","ITF4",2018,3.1
"PC_Y60_64","PC","ITF5",2017,6.5
"PC_Y65_69","PC","ITF5",2017,6.1
"PC_Y70_74","PC","ITF5",2017,4.3
"PC_Y75_79","PC","ITF5",2017,4.5
"PC_Y80_84","PC","ITF5",2017,3.8
"PC_Y85_MAX","PC","ITF5",2017,3.7
"PC_Y60_64","PC","ITF5",2018,6.7
"PC_Y65_69","PC","ITF5",2018,6.1
"PC_Y70_74","PC","ITF5",2018,4.6
"PC_Y75_79","PC","ITF5",2018,4.3
"PC_Y80_84","PC","ITF5",2018,3.9
"PC_Y85_MAX","PC","ITF5",2018,3.8
"PC_Y60_64","PC","ITF6",2017,6.2
"PC_Y65_69","PC","ITF6",2017,6
"PC_Y70_74","PC","ITF6",2017,4.4
"PC_Y75_79","PC","ITF6",2017,4.1
"PC_Y80_84","PC","ITF6",2017,3.4
"PC_Y85_MAX","PC","ITF6",2017,3.2
"PC_Y60_64","PC","ITF6",2018,6.4
"PC_Y65_69","PC","ITF6",2018,5.9
"PC_Y70_74","PC","ITF6",2018,4.7
"PC_Y75_79","PC","ITF6",2018,4
"PC_Y80_84","PC","ITF6",2018,3.3
"PC_Y85_MAX","PC","ITF6",2018,3.3
"PC_Y60_64","PC","ITG",2017,6.3
"PC_Y65_69","PC","ITG",2017,6
"PC_Y70_74","PC","ITG",2017,4.7
"PC_Y75_79","PC","ITG",2017,4.2
"PC_Y80_84","PC","ITG",2017,3.2
"PC_Y85_MAX","PC","ITG",2017,3
"PC_Y60_64","PC","ITG",2018,6.4
"PC_Y65_69","PC","ITG",2018,5.9
"PC_Y70_74","PC","ITG",2018,5
"PC_Y75_79","PC","ITG",2018,4.2
"PC_Y80_84","PC","ITG",2018,3.2
"PC_Y85_MAX","PC","ITG",2018,3.1
"PC_Y60_64","PC","ITG1",2017,6.1
"PC_Y65_69","PC","ITG1",2017,5.9
"PC_Y70_74","PC","ITG1",2017,4.5
"PC_Y75_79","PC","ITG1",2017,4.1
"PC_Y80_84","PC","ITG1",2017,3.1
"PC_Y85_MAX","PC","ITG1",2017,2.9
"PC_Y60_64","PC","ITG1",2018,6.2
"PC_Y65_69","PC","ITG1",2018,5.8
"PC_Y70_74","PC","ITG1",2018,4.8
"PC_Y75_79","PC","ITG1",2018,4.1
"PC_Y80_84","PC","ITG1",2018,3.2
"PC_Y85_MAX","PC","ITG1",2018,3
"PC_Y60_64","PC","ITG2",2017,6.9
"PC_Y65_69","PC","ITG2",2017,6.4
"PC_Y70_74","PC","ITG2",2017,5.3
"PC_Y75_79","PC","ITG2",2017,4.5
"PC_Y80_84","PC","ITG2",2017,3.3
"PC_Y85_MAX","PC","ITG2",2017,3.2
"PC_Y60_64","PC","ITG2",2018,7
"PC_Y65_69","PC","ITG2",2018,6.4
"PC_Y70_74","PC","ITG2",2018,5.4
"PC_Y75_79","PC","ITG2",2018,4.7
"PC_Y80_84","PC","ITG2",2018,3.3
"PC_Y85_MAX","PC","ITG2",2018,3.3
"PC_Y60_64","PC","ITH",2017,6.1
"PC_Y65_69","PC","ITH",2017,5.9
"PC_Y70_74","PC","ITH",2017,5.1
"PC_Y75_79","PC","ITH",2017,4.8
"PC_Y80_84","PC","ITH",2017,3.5
"PC_Y85_MAX","PC","ITH",2017,3.7
"PC_Y60_64","PC","ITH",2018,6.2
"PC_Y65_69","PC","ITH",2018,5.8
"PC_Y70_74","PC","ITH",2018,5.3
"PC_Y75_79","PC","ITH",2018,4.8
"PC_Y80_84","PC","ITH",2018,3.6
"PC_Y85_MAX","PC","ITH",2018,3.7
"PC_Y60_64","PC","ITH1",2017,5.3
"PC_Y65_69","PC","ITH1",2017,4.9
"PC_Y70_74","PC","ITH1",2017,4.6
"PC_Y75_79","PC","ITH1",2017,4.1
"PC_Y80_84","PC","ITH1",2017,2.8
"PC_Y85_MAX","PC","ITH1",2017,2.9
"PC_Y60_64","PC","ITH1",2018,5.5
"PC_Y65_69","PC","ITH1",2018,4.8
"PC_Y70_74","PC","ITH1",2018,4.5
"PC_Y75_79","PC","ITH1",2018,4.2
"PC_Y80_84","PC","ITH1",2018,2.9
"PC_Y85_MAX","PC","ITH1",2018,3
"PC_Y60_64","PC","ITH2",2017,6.1
"PC_Y65_69","PC","ITH2",2017,5.7
"PC_Y70_74","PC","ITH2",2017,4.8
"PC_Y75_79","PC","ITH2",2017,4.3
"PC_Y80_84","PC","ITH2",2017,3.1
"PC_Y85_MAX","PC","ITH2",2017,3.5
"PC_Y60_64","PC","ITH2",2018,6.2
"PC_Y65_69","PC","ITH2",2018,5.7
"PC_Y70_74","PC","ITH2",2018,4.9
"PC_Y75_79","PC","ITH2",2018,4.3
"PC_Y80_84","PC","ITH2",2018,3.1
"PC_Y85_MAX","PC","ITH2",2018,3.5
"PC_Y60_64","PC","ITH3",2017,6.1
"PC_Y65_69","PC","ITH3",2017,5.9
"PC_Y70_74","PC","ITH3",2017,5.1
"PC_Y75_79","PC","ITH3",2017,4.7
"PC_Y80_84","PC","ITH3",2017,3.3
"PC_Y85_MAX","PC","ITH3",2017,3.4
"PC_Y60_64","PC","ITH3",2018,6.2
"PC_Y65_69","PC","ITH3",2018,5.8
"PC_Y70_74","PC","ITH3",2018,5.2
"PC_Y75_79","PC","ITH3",2018,4.7
"PC_Y80_84","PC","ITH3",2018,3.4
"PC_Y85_MAX","PC","ITH3",2018,3.4
"PC_Y60_64","PC","ITH4",2017,6.4
"PC_Y65_69","PC","ITH4",2017,6.6
"PC_Y70_74","PC","ITH4",2017,5.9
"PC_Y75_79","PC","ITH4",2017,5.5
"PC_Y80_84","PC","ITH4",2017,3.7
"PC_Y85_MAX","PC","ITH4",2017,4.1
"PC_Y60_64","PC","ITH4",2018,6.4
"PC_Y65_69","PC","ITH4",2018,6.4
"PC_Y70_74","PC","ITH4",2018,6
"PC_Y75_79","PC","ITH4",2018,5.5
"PC_Y80_84","PC","ITH4",2018,3.9
"PC_Y85_MAX","PC","ITH4",2018,4.1
"PC_Y60_64","PC","ITH5",2017,6
"PC_Y65_69","PC","ITH5",2017,6
"PC_Y70_74","PC","ITH5",2017,5.1
"PC_Y75_79","PC","ITH5",2017,4.9
"PC_Y80_84","PC","ITH5",2017,3.8
"PC_Y85_MAX","PC","ITH5",2017,4
"PC_Y60_64","PC","ITH5",2018,6.2
"PC_Y65_69","PC","ITH5",2018,5.8
"PC_Y70_74","PC","ITH5",2018,5.3
"PC_Y75_79","PC","ITH5",2018,4.9
"PC_Y80_84","PC","ITH5",2018,3.8
"PC_Y85_MAX","PC","ITH5",2018,4
"PC_Y60_64","PC","ITI",2017,6.1
"PC_Y65_69","PC","ITI",2017,6
"PC_Y70_74","PC","ITI",2017,5
"PC_Y75_79","PC","ITI",2017,4.8
"PC_Y80_84","PC","ITI",2017,3.6
"PC_Y85_MAX","PC","ITI",2017,3.7
"PC_Y60_64","PC","ITI",2018,6.2
"PC_Y65_69","PC","ITI",2018,5.9
"PC_Y70_74","PC","ITI",2018,5.3
"PC_Y75_79","PC","ITI",2018,4.8
"PC_Y80_84","PC","ITI",2018,3.7
"PC_Y85_MAX","PC","ITI",2018,3.7
"PC_Y60_64","PC","ITI1",2017,6.2
"PC_Y65_69","PC","ITI1",2017,6.4
"PC_Y70_74","PC","ITI1",2017,5.5
"PC_Y75_79","PC","ITI1",2017,5.2
"PC_Y80_84","PC","ITI1",2017,3.9
"PC_Y85_MAX","PC","ITI1",2017,4.2
"PC_Y60_64","PC","ITI1",2018,6.3
"PC_Y65_69","PC","ITI1",2018,6.2
"PC_Y70_74","PC","ITI1",2018,5.7
"PC_Y75_79","PC","ITI1",2018,5.2
"PC_Y80_84","PC","ITI1",2018,4
"PC_Y85_MAX","PC","ITI1",2018,4.2
"PC_Y60_64","PC","ITI2",2017,6.2
"PC_Y65_69","PC","ITI2",2017,6.4
"PC_Y70_74","PC","ITI2",2017,5.2
"PC_Y75_79","PC","ITI2",2017,5.2
"PC_Y80_84","PC","ITI2",2017,4
"PC_Y85_MAX","PC","ITI2",2017,4.3
"PC_Y60_64","PC","ITI2",2018,6.4
"PC_Y65_69","PC","ITI2",2018,6.2
"PC_Y70_74","PC","ITI2",2018,5.5
"PC_Y75_79","PC","ITI2",2018,5.1
"PC_Y80_84","PC","ITI2",2018,4.1
"PC_Y85_MAX","PC","ITI2",2018,4.4
"PC_Y60_64","PC","ITI3",2017,6.3
"PC_Y65_69","PC","ITI3",2017,6.1
"PC_Y70_74","PC","ITI3",2017,5
"PC_Y75_79","PC","ITI3",2017,5
"PC_Y80_84","PC","ITI3",2017,3.9
"PC_Y85_MAX","PC","ITI3",2017,4.2
"PC_Y60_64","PC","ITI3",2018,6.4
"PC_Y65_69","PC","ITI3",2018,6
"PC_Y70_74","PC","ITI3",2018,5.2
"PC_Y75_79","PC","ITI3",2018,4.9
"PC_Y80_84","PC","ITI3",2018,4
"PC_Y85_MAX","PC","ITI3",2018,4.2
"PC_Y60_64","PC","ITI4",2017,6
"PC_Y65_69","PC","ITI4",2017,5.7
"PC_Y70_74","PC","ITI4",2017,4.7
"PC_Y75_79","PC","ITI4",2017,4.4
"PC_Y80_84","PC","ITI4",2017,3.2
"PC_Y85_MAX","PC","ITI4",2017,3.1
"PC_Y60_64","PC","ITI4",2018,6.2
"PC_Y65_69","PC","ITI4",2018,5.6
"PC_Y70_74","PC","ITI4",2018,4.9
"PC_Y75_79","PC","ITI4",2018,4.4
"PC_Y80_84","PC","ITI4",2018,3.3
"PC_Y85_MAX","PC","ITI4",2018,3.2
"PC_Y60_64","PC","LI",2017,6.4
"PC_Y65_69","PC","LI",2017,5.6
"PC_Y70_74","PC","LI",2017,4.6
"PC_Y75_79","PC","LI",2017,3.2
"PC_Y80_84","PC","LI",2017,1.9
"PC_Y85_MAX","PC","LI",2017,1.6
"PC_Y60_64","PC","LI",2018,6.5
"PC_Y65_69","PC","LI",2018,5.7
"PC_Y70_74","PC","LI",2018,4.7
"PC_Y75_79","PC","LI",2018,3.4
"PC_Y80_84","PC","LI",2018,2.1
"PC_Y85_MAX","PC","LI",2018,1.7
"PC_Y60_64","PC","LI0",2017,6.4
"PC_Y65_69","PC","LI0",2017,5.6
"PC_Y70_74","PC","LI0",2017,4.6
"PC_Y75_79","PC","LI0",2017,3.2
"PC_Y80_84","PC","LI0",2017,1.9
"PC_Y85_MAX","PC","LI0",2017,1.6
"PC_Y60_64","PC","LI0",2018,6.5
"PC_Y65_69","PC","LI0",2018,5.7
"PC_Y70_74","PC","LI0",2018,4.7
"PC_Y75_79","PC","LI0",2018,3.4
"PC_Y80_84","PC","LI0",2018,2.1
"PC_Y85_MAX","PC","LI0",2018,1.7
"PC_Y60_64","PC","LI00",2017,6.4
"PC_Y65_69","PC","LI00",2017,5.6
"PC_Y70_74","PC","LI00",2017,4.6
"PC_Y75_79","PC","LI00",2017,3.2
"PC_Y80_84","PC","LI00",2017,1.9
"PC_Y85_MAX","PC","LI00",2017,1.6
"PC_Y60_64","PC","LI00",2018,6.5
"PC_Y65_69","PC","LI00",2018,5.7
"PC_Y70_74","PC","LI00",2018,4.7
"PC_Y75_79","PC","LI00",2018,3.4
"PC_Y80_84","PC","LI00",2018,2.1
"PC_Y85_MAX","PC","LI00",2018,1.7
"PC_Y60_64","PC","LT",2017,6.1
"PC_Y65_69","PC","LT",2017,5.3
"PC_Y70_74","PC","LT",2017,4.4
"PC_Y75_79","PC","LT",2017,4.2
"PC_Y80_84","PC","LT",2017,3.1
"PC_Y85_MAX","PC","LT",2017,2.4
"PC_Y60_64","PC","LT",2018,6.4
"PC_Y65_69","PC","LT",2018,5.5
"PC_Y70_74","PC","LT",2018,4.3
"PC_Y75_79","PC","LT",2018,4.2
"PC_Y80_84","PC","LT",2018,3.1
"PC_Y85_MAX","PC","LT",2018,2.5
"PC_Y60_64","PC","LT0",2017,6.1
"PC_Y65_69","PC","LT0",2017,5.3
"PC_Y70_74","PC","LT0",2017,4.4
"PC_Y75_79","PC","LT0",2017,4.2
"PC_Y80_84","PC","LT0",2017,3.1
"PC_Y85_MAX","PC","LT0",2017,2.4
"PC_Y60_64","PC","LT0",2018,6.4
"PC_Y65_69","PC","LT0",2018,5.5
"PC_Y70_74","PC","LT0",2018,4.3
"PC_Y75_79","PC","LT0",2018,4.2
"PC_Y80_84","PC","LT0",2018,3.1
"PC_Y85_MAX","PC","LT0",2018,2.5
"PC_Y60_64","PC","LT00",2017,6.1
"PC_Y65_69","PC","LT00",2017,5.3
"PC_Y70_74","PC","LT00",2017,4.4
"PC_Y75_79","PC","LT00",2017,4.2
"PC_Y80_84","PC","LT00",2017,3.1
"PC_Y85_MAX","PC","LT00",2017,2.4
"PC_Y60_64","PC","LT01",2017,5.5
"PC_Y65_69","PC","LT01",2017,4.9
"PC_Y70_74","PC","LT01",2017,3.7
"PC_Y75_79","PC","LT01",2017,3.6
"PC_Y80_84","PC","LT01",2017,2.6
"PC_Y85_MAX","PC","LT01",2017,2
"PC_Y60_64","PC","LT01",2018,5.7
"PC_Y65_69","PC","LT01",2018,5
"PC_Y70_74","PC","LT01",2018,3.7
"PC_Y75_79","PC","LT01",2018,3.5
"PC_Y80_84","PC","LT01",2018,2.6
"PC_Y85_MAX","PC","LT01",2018,2.1
"PC_Y60_64","PC","LT02",2017,6.3
"PC_Y65_69","PC","LT02",2017,5.5
"PC_Y70_74","PC","LT02",2017,4.6
"PC_Y75_79","PC","LT02",2017,4.4
"PC_Y80_84","PC","LT02",2017,3.3
"PC_Y85_MAX","PC","LT02",2017,2.5
"PC_Y60_64","PC","LT02",2018,6.6
"PC_Y65_69","PC","LT02",2018,5.7
"PC_Y70_74","PC","LT02",2018,4.5
"PC_Y75_79","PC","LT02",2018,4.5
"PC_Y80_84","PC","LT02",2018,3.4
"PC_Y85_MAX","PC","LT02",2018,2.7
"PC_Y60_64","PC","LU",2017,5.3
"PC_Y65_69","PC","LU",2017,4.3
"PC_Y70_74","PC","LU",2017,3.3
"PC_Y75_79","PC","LU",2017,2.7
"PC_Y80_84","PC","LU",2017,2
"PC_Y85_MAX","PC","LU",2017,1.9
"PC_Y60_64","PC","LU",2018,5.4
"PC_Y65_69","PC","LU",2018,4.3
"PC_Y70_74","PC","LU",2018,3.4
"PC_Y75_79","PC","LU",2018,2.7
"PC_Y80_84","PC","LU",2018,2
"PC_Y85_MAX","PC","LU",2018,2
"PC_Y60_64","PC","LU0",2017,5.3
"PC_Y65_69","PC","LU0",2017,4.3
"PC_Y70_74","PC","LU0",2017,3.3
"PC_Y75_79","PC","LU0",2017,2.7
"PC_Y80_84","PC","LU0",2017,2
"PC_Y85_MAX","PC","LU0",2017,1.9
"PC_Y60_64","PC","LU0",2018,5.4
"PC_Y65_69","PC","LU0",2018,4.3
"PC_Y70_74","PC","LU0",2018,3.4
"PC_Y75_79","PC","LU0",2018,2.7
"PC_Y80_84","PC","LU0",2018,2
"PC_Y85_MAX","PC","LU0",2018,2
"PC_Y60_64","PC","LU00",2017,5.3
"PC_Y65_69","PC","LU00",2017,4.3
"PC_Y70_74","PC","LU00",2017,3.3
"PC_Y75_79","PC","LU00",2017,2.7
"PC_Y80_84","PC","LU00",2017,2
"PC_Y85_MAX","PC","LU00",2017,1.9
"PC_Y60_64","PC","LU00",2018,5.4
"PC_Y65_69","PC","LU00",2018,4.3
"PC_Y70_74","PC","LU00",2018,3.4
"PC_Y75_79","PC","LU00",2018,2.7
"PC_Y80_84","PC","LU00",2018,2
"PC_Y85_MAX","PC","LU00",2018,2
"PC_Y60_64","PC","LV",2017,6.3
"PC_Y65_69","PC","LV",2017,5.7
"PC_Y70_74","PC","LV",2017,4.4
"PC_Y75_79","PC","LV",2017,4.6
"PC_Y80_84","PC","LV",2017,2.9
"PC_Y85_MAX","PC","LV",2017,2.3
"PC_Y60_64","PC","LV",2018,6.5
"PC_Y65_69","PC","LV",2018,5.8
"PC_Y70_74","PC","LV",2018,4.4
"PC_Y75_79","PC","LV",2018,4.6
"PC_Y80_84","PC","LV",2018,3
"PC_Y85_MAX","PC","LV",2018,2.4
"PC_Y60_64","PC","LV0",2017,6.3
"PC_Y65_69","PC","LV0",2017,5.7
"PC_Y70_74","PC","LV0",2017,4.4
"PC_Y75_79","PC","LV0",2017,4.6
"PC_Y80_84","PC","LV0",2017,2.9
"PC_Y85_MAX","PC","LV0",2017,2.3
"PC_Y60_64","PC","LV0",2018,6.5
"PC_Y65_69","PC","LV0",2018,5.8
"PC_Y70_74","PC","LV0",2018,4.4
"PC_Y75_79","PC","LV0",2018,4.6
"PC_Y80_84","PC","LV0",2018,3
"PC_Y85_MAX","PC","LV0",2018,2.4
"PC_Y60_64","PC","LV00",2017,6.3
"PC_Y65_69","PC","LV00",2017,5.7
"PC_Y70_74","PC","LV00",2017,4.4
"PC_Y75_79","PC","LV00",2017,4.6
"PC_Y80_84","PC","LV00",2017,2.9
"PC_Y85_MAX","PC","LV00",2017,2.3
"PC_Y60_64","PC","LV00",2018,6.5
"PC_Y65_69","PC","LV00",2018,5.8
"PC_Y70_74","PC","LV00",2018,4.4
"PC_Y75_79","PC","LV00",2018,4.6
"PC_Y80_84","PC","LV00",2018,3
"PC_Y85_MAX","PC","LV00",2018,2.4
"PC_Y60_64","PC","ME",2017,6.4
"PC_Y65_69","PC","ME",2017,5.2
"PC_Y70_74","PC","ME",2017,3.1
"PC_Y75_79","PC","ME",2017,3.1
"PC_Y80_84","PC","ME",2017,1.9
"PC_Y85_MAX","PC","ME",2017,1.2
"PC_Y60_64","PC","ME",2018,6.5
"PC_Y65_69","PC","ME",2018,5.4
"PC_Y70_74","PC","ME",2018,3.2
"PC_Y75_79","PC","ME",2018,3
"PC_Y80_84","PC","ME",2018,2
"PC_Y85_MAX","PC","ME",2018,1.2
"PC_Y60_64","PC","ME0",2017,6.4
"PC_Y65_69","PC","ME0",2017,5.2
"PC_Y70_74","PC","ME0",2017,3.1
