"indic_de","unit","geo","time","values"
"PC_Y85_MAX","PC","DK0",2018,2.1
"PC_Y60_64","PC","DK01",2017,5.1
"PC_Y65_69","PC","DK01",2017,5
"PC_Y70_74","PC","DK01",2017,4.8
"PC_Y75_79","PC","DK01",2017,3.1
"PC_Y80_84","PC","DK01",2017,2
"PC_Y85_MAX","PC","DK01",2017,1.9
"PC_Y60_64","PC","DK01",2018,5.1
"PC_Y65_69","PC","DK01",2018,4.8
"PC_Y70_74","PC","DK01",2018,5
"PC_Y75_79","PC","DK01",2018,3.2
"PC_Y80_84","PC","DK01",2018,2
"PC_Y85_MAX","PC","DK01",2018,1.9
"PC_Y60_64","PC","DK02",2017,6.6
"PC_Y65_69","PC","DK02",2017,6.7
"PC_Y70_74","PC","DK02",2017,6.5
"PC_Y75_79","PC","DK02",2017,4
"PC_Y80_84","PC","DK02",2017,2.5
"PC_Y85_MAX","PC","DK02",2017,2.1
"PC_Y60_64","PC","DK02",2018,6.6
"PC_Y65_69","PC","DK02",2018,6.5
"PC_Y70_74","PC","DK02",2018,6.7
"PC_Y75_79","PC","DK02",2018,4.2
"PC_Y80_84","PC","DK02",2018,2.6
"PC_Y85_MAX","PC","DK02",2018,2.2
"PC_Y60_64","PC","DK03",2017,6.4
"PC_Y65_69","PC","DK03",2017,6.1
"PC_Y70_74","PC","DK03",2017,5.7
"PC_Y75_79","PC","DK03",2017,3.8
"PC_Y80_84","PC","DK03",2017,2.5
"PC_Y85_MAX","PC","DK03",2017,2.3
"PC_Y60_64","PC","DK03",2018,6.4
"PC_Y65_69","PC","DK03",2018,5.9
"PC_Y70_74","PC","DK03",2018,5.9
"PC_Y75_79","PC","DK03",2018,4
"PC_Y80_84","PC","DK03",2018,2.6
"PC_Y85_MAX","PC","DK03",2018,2.3
"PC_Y60_64","PC","DK04",2017,6
"PC_Y65_69","PC","DK04",2017,5.7
"PC_Y70_74","PC","DK04",2017,5.2
"PC_Y75_79","PC","DK04",2017,3.3
"PC_Y80_84","PC","DK04",2017,2.2
"PC_Y85_MAX","PC","DK04",2017,2
"PC_Y60_64","PC","DK04",2018,5.9
"PC_Y65_69","PC","DK04",2018,5.6
"PC_Y70_74","PC","DK04",2018,5.3
"PC_Y75_79","PC","DK04",2018,3.5
"PC_Y80_84","PC","DK04",2018,2.3
"PC_Y85_MAX","PC","DK04",2018,2
"PC_Y60_64","PC","DK05",2017,6.4
"PC_Y65_69","PC","DK05",2017,6.3
"PC_Y70_74","PC","DK05",2017,5.8
"PC_Y75_79","PC","DK05",2017,3.8
"PC_Y80_84","PC","DK05",2017,2.5
"PC_Y85_MAX","PC","DK05",2017,2.3
"PC_Y60_64","PC","DK05",2018,6.4
"PC_Y65_69","PC","DK05",2018,6.1
"PC_Y70_74","PC","DK05",2018,6
"PC_Y75_79","PC","DK05",2018,3.9
"PC_Y80_84","PC","DK05",2018,2.6
"PC_Y85_MAX","PC","DK05",2018,2.4
"PC_Y60_64","PC","EE",2017,6.4
"PC_Y65_69","PC","EE",2017,5.8
"PC_Y70_74","PC","EE",2017,4
"PC_Y75_79","PC","EE",2017,4.3
"PC_Y80_84","PC","EE",2017,2.8
"PC_Y85_MAX","PC","EE",2017,2.4
"PC_Y60_64","PC","EE",2018,6.4
"PC_Y65_69","PC","EE",2018,5.8
"PC_Y70_74","PC","EE",2018,4.1
"PC_Y75_79","PC","EE",2018,4.2
"PC_Y80_84","PC","EE",2018,2.9
"PC_Y85_MAX","PC","EE",2018,2.5
"PC_Y60_64","PC","EE0",2017,6.4
"PC_Y65_69","PC","EE0",2017,5.8
"PC_Y70_74","PC","EE0",2017,4
"PC_Y75_79","PC","EE0",2017,4.3
"PC_Y80_84","PC","EE0",2017,2.8
"PC_Y85_MAX","PC","EE0",2017,2.4
"PC_Y60_64","PC","EE0",2018,6.4
"PC_Y65_69","PC","EE0",2018,5.8
"PC_Y70_74","PC","EE0",2018,4.1
"PC_Y75_79","PC","EE0",2018,4.2
"PC_Y80_84","PC","EE0",2018,2.9
"PC_Y85_MAX","PC","EE0",2018,2.5
"PC_Y60_64","PC","EE00",2017,6.4
"PC_Y65_69","PC","EE00",2017,5.8
"PC_Y70_74","PC","EE00",2017,4
"PC_Y75_79","PC","EE00",2017,4.3
"PC_Y80_84","PC","EE00",2017,2.8
"PC_Y85_MAX","PC","EE00",2017,2.4
"PC_Y60_64","PC","EE00",2018,6.4
"PC_Y65_69","PC","EE00",2018,5.8
"PC_Y70_74","PC","EE00",2018,4.1
"PC_Y75_79","PC","EE00",2018,4.2
"PC_Y80_84","PC","EE00",2018,2.9
"PC_Y85_MAX","PC","EE00",2018,2.5
"PC_Y60_64","PC","EL",2017,6.1
"PC_Y65_69","PC","EL",2017,5.7
"PC_Y70_74","PC","EL",2017,4.8
"PC_Y75_79","PC","EL",2017,4.4
"PC_Y80_84","PC","EL",2017,3.6
"PC_Y85_MAX","PC","EL",2017,3.1
"PC_Y60_64","PC","EL",2018,6.1
"PC_Y65_69","PC","EL",2018,5.7
"PC_Y70_74","PC","EL",2018,5
"PC_Y75_79","PC","EL",2018,4.2
"PC_Y80_84","PC","EL",2018,3.6
"PC_Y85_MAX","PC","EL",2018,3.3
"PC_Y60_64","PC","EL3",2017,6
"PC_Y65_69","PC","EL3",2017,5.6
"PC_Y70_74","PC","EL3",2017,4.6
"PC_Y75_79","PC","EL3",2017,3.9
"PC_Y80_84","PC","EL3",2017,3.2
"PC_Y85_MAX","PC","EL3",2017,2.9
"PC_Y60_64","PC","EL3",2018,6.1
"PC_Y65_69","PC","EL3",2018,5.6
"PC_Y70_74","PC","EL3",2018,4.9
"PC_Y75_79","PC","EL3",2018,3.7
"PC_Y80_84","PC","EL3",2018,3.2
"PC_Y85_MAX","PC","EL3",2018,3
"PC_Y60_64","PC","EL30",2017,6
"PC_Y65_69","PC","EL30",2017,5.6
"PC_Y70_74","PC","EL30",2017,4.6
"PC_Y75_79","PC","EL30",2017,3.9
"PC_Y80_84","PC","EL30",2017,3.2
"PC_Y85_MAX","PC","EL30",2017,2.9
"PC_Y60_64","PC","EL30",2018,6.1
"PC_Y65_69","PC","EL30",2018,5.6
"PC_Y70_74","PC","EL30",2018,4.9
"PC_Y75_79","PC","EL30",2018,3.7
"PC_Y80_84","PC","EL30",2018,3.2
"PC_Y85_MAX","PC","EL30",2018,3
"PC_Y60_64","PC","EL4",2017,5.5
"PC_Y65_69","PC","EL4",2017,5.4
"PC_Y70_74","PC","EL4",2017,4.4
"PC_Y75_79","PC","EL4",2017,3.6
"PC_Y80_84","PC","EL4",2017,3.1
"PC_Y85_MAX","PC","EL4",2017,2.8
"PC_Y60_64","PC","EL4",2018,5.5
"PC_Y65_69","PC","EL4",2018,5.3
"PC_Y70_74","PC","EL4",2018,4.6
"PC_Y75_79","PC","EL4",2018,3.5
"PC_Y80_84","PC","EL4",2018,3
"PC_Y85_MAX","PC","EL4",2018,2.9
"PC_Y60_64","PC","EL41",2017,5.5
"PC_Y65_69","PC","EL41",2017,5.8
"PC_Y70_74","PC","EL41",2017,5
"PC_Y75_79","PC","EL41",2017,4.2
"PC_Y80_84","PC","EL41",2017,3.9
"PC_Y85_MAX","PC","EL41",2017,3.8
"PC_Y60_64","PC","EL41",2018,5.4
"PC_Y65_69","PC","EL41",2018,5.4
"PC_Y70_74","PC","EL41",2018,5.3
"PC_Y75_79","PC","EL41",2018,3.9
"PC_Y80_84","PC","EL41",2018,3.6
"PC_Y85_MAX","PC","EL41",2018,3.8
"PC_Y60_64","PC","EL42",2017,5.6
"PC_Y65_69","PC","EL42",2017,5.7
"PC_Y70_74","PC","EL42",2017,4.2
"PC_Y75_79","PC","EL42",2017,3.2
"PC_Y80_84","PC","EL42",2017,2.5
"PC_Y85_MAX","PC","EL42",2017,2.2
"PC_Y60_64","PC","EL42",2018,5.7
"PC_Y65_69","PC","EL42",2018,5.6
"PC_Y70_74","PC","EL42",2018,4.5
"PC_Y75_79","PC","EL42",2018,3.2
"PC_Y80_84","PC","EL42",2018,2.5
"PC_Y85_MAX","PC","EL42",2018,2.3
"PC_Y60_64","PC","EL43",2017,5.4
"PC_Y65_69","PC","EL43",2017,5.2
"PC_Y70_74","PC","EL43",2017,4.2
"PC_Y75_79","PC","EL43",2017,3.7
"PC_Y80_84","PC","EL43",2017,3.1
"PC_Y85_MAX","PC","EL43",2017,2.8
"PC_Y60_64","PC","EL43",2018,5.4
"PC_Y65_69","PC","EL43",2018,5.1
"PC_Y70_74","PC","EL43",2018,4.4
"PC_Y75_79","PC","EL43",2018,3.6
"PC_Y80_84","PC","EL43",2018,3.1
"PC_Y85_MAX","PC","EL43",2018,2.9
"PC_Y60_64","PC","EL5",2017,6.2
"PC_Y65_69","PC","EL5",2017,5.7
"PC_Y70_74","PC","EL5",2017,5
"PC_Y75_79","PC","EL5",2017,4.9
"PC_Y80_84","PC","EL5",2017,3.9
"PC_Y85_MAX","PC","EL5",2017,3.1
"PC_Y60_64","PC","EL5",2018,6.3
"PC_Y65_69","PC","EL5",2018,5.7
"PC_Y70_74","PC","EL5",2018,5.1
"PC_Y75_79","PC","EL5",2018,4.7
"PC_Y80_84","PC","EL5",2018,4
"PC_Y85_MAX","PC","EL5",2018,3.3
"PC_Y60_64","PC","EL51",2017,6.1
"PC_Y65_69","PC","EL51",2017,5.8
"PC_Y70_74","PC","EL51",2017,4.9
"PC_Y75_79","PC","EL51",2017,4.9
"PC_Y80_84","PC","EL51",2017,4
"PC_Y85_MAX","PC","EL51",2017,3.1
"PC_Y60_64","PC","EL51",2018,6.2
"PC_Y65_69","PC","EL51",2018,5.8
"PC_Y70_74","PC","EL51",2018,5.1
"PC_Y75_79","PC","EL51",2018,4.7
"PC_Y80_84","PC","EL51",2018,4.1
"PC_Y85_MAX","PC","EL51",2018,3.2
"PC_Y60_64","PC","EL52",2017,6.1
"PC_Y65_69","PC","EL52",2017,5.5
"PC_Y70_74","PC","EL52",2017,4.9
"PC_Y75_79","PC","EL52",2017,4.8
"PC_Y80_84","PC","EL52",2017,3.7
"PC_Y85_MAX","PC","EL52",2017,2.8
"PC_Y60_64","PC","EL52",2018,6.1
"PC_Y65_69","PC","EL52",2018,5.6
"PC_Y70_74","PC","EL52",2018,5
"PC_Y75_79","PC","EL52",2018,4.6
"PC_Y80_84","PC","EL52",2018,3.8
"PC_Y85_MAX","PC","EL52",2018,3
"PC_Y60_64","PC","EL53",2017,6.5
"PC_Y65_69","PC","EL53",2017,5.4
"PC_Y70_74","PC","EL53",2017,4.8
"PC_Y75_79","PC","EL53",2017,4.9
"PC_Y80_84","PC","EL53",2017,4.6
"PC_Y85_MAX","PC","EL53",2017,3.7
"PC_Y60_64","PC","EL53",2018,6.7
"PC_Y65_69","PC","EL53",2018,5.6
"PC_Y70_74","PC","EL53",2018,4.8
"PC_Y75_79","PC","EL53",2018,4.7
"PC_Y80_84","PC","EL53",2018,4.5
"PC_Y85_MAX","PC","EL53",2018,3.9
"PC_Y60_64","PC","EL54",2017,6.7
"PC_Y65_69","PC","EL54",2017,6.6
"PC_Y70_74","PC","EL54",2017,5.6
"PC_Y75_79","PC","EL54",2017,5.5
"PC_Y80_84","PC","EL54",2017,4.5
"PC_Y85_MAX","PC","EL54",2017,4.2
"PC_Y60_64","PC","EL54",2018,6.7
"PC_Y65_69","PC","EL54",2018,6.6
"PC_Y70_74","PC","EL54",2018,5.8
"PC_Y75_79","PC","EL54",2018,5.3
"PC_Y80_84","PC","EL54",2018,4.5
"PC_Y85_MAX","PC","EL54",2018,4.4
"PC_Y60_64","PC","EL6",2017,6.2
"PC_Y65_69","PC","EL6",2017,5.9
"PC_Y70_74","PC","EL6",2017,5
"PC_Y75_79","PC","EL6",2017,4.8
"PC_Y80_84","PC","EL6",2017,4
"PC_Y85_MAX","PC","EL6",2017,3.5
"PC_Y60_64","PC","EL6",2018,6.4
"PC_Y65_69","PC","EL6",2018,5.9
"PC_Y70_74","PC","EL6",2018,5.3
"PC_Y75_79","PC","EL6",2018,4.6
"PC_Y80_84","PC","EL6",2018,4.1
"PC_Y85_MAX","PC","EL6",2018,3.7
"PC_Y60_64","PC","EL61",2017,6.3
"PC_Y65_69","PC","EL61",2017,6
"PC_Y70_74","PC","EL61",2017,5.4
"PC_Y75_79","PC","EL61",2017,5.1
"PC_Y80_84","PC","EL61",2017,4.1
"PC_Y85_MAX","PC","EL61",2017,3.4
"PC_Y60_64","PC","EL61",2018,6.4
"PC_Y65_69","PC","EL61",2018,6
"PC_Y70_74","PC","EL61",2018,5.6
"PC_Y75_79","PC","EL61",2018,5
"PC_Y80_84","PC","EL61",2018,4.2
"PC_Y85_MAX","PC","EL61",2018,3.6
"PC_Y60_64","PC","EL62",2017,6.4
"PC_Y65_69","PC","EL62",2017,6.1
"PC_Y70_74","PC","EL62",2017,4.8
"PC_Y75_79","PC","EL62",2017,4.3
"PC_Y80_84","PC","EL62",2017,3.8
"PC_Y85_MAX","PC","EL62",2017,3.5
"PC_Y60_64","PC","EL62",2018,6.6
"PC_Y65_69","PC","EL62",2018,6.1
"PC_Y70_74","PC","EL62",2018,5.1
"PC_Y75_79","PC","EL62",2018,4.2
"PC_Y80_84","PC","EL62",2018,3.8
"PC_Y85_MAX","PC","EL62",2018,3.6
"PC_Y60_64","PC","EL63",2017,6.1
"PC_Y65_69","PC","EL63",2017,5.7
"PC_Y70_74","PC","EL63",2017,4.6
"PC_Y75_79","PC","EL63",2017,4.4
"PC_Y80_84","PC","EL63",2017,3.8
"PC_Y85_MAX","PC","EL63",2017,3.3
"PC_Y60_64","PC","EL63",2018,6.2
"PC_Y65_69","PC","EL63",2018,5.7
"PC_Y70_74","PC","EL63",2018,4.9
"PC_Y75_79","PC","EL63",2018,4.2
"PC_Y80_84","PC","EL63",2018,3.8
"PC_Y85_MAX","PC","EL63",2018,3.4
"PC_Y60_64","PC","EL64",2017,6
"PC_Y65_69","PC","EL64",2017,5.6
"PC_Y70_74","PC","EL64",2017,5.2
"PC_Y75_79","PC","EL64",2017,4.9
"PC_Y80_84","PC","EL64",2017,4.2
"PC_Y85_MAX","PC","EL64",2017,3.5
"PC_Y60_64","PC","EL64",2018,6.1
"PC_Y65_69","PC","EL64",2018,5.5
"PC_Y70_74","PC","EL64",2018,5.3
"PC_Y75_79","PC","EL64",2018,4.6
"PC_Y80_84","PC","EL64",2018,4.2
"PC_Y85_MAX","PC","EL64",2018,3.7
"PC_Y60_64","PC","EL65",2017,6.5
"PC_Y65_69","PC","EL65",2017,6.1
"PC_Y70_74","PC","EL65",2017,5
"PC_Y75_79","PC","EL65",2017,4.8
"PC_Y80_84","PC","EL65",2017,4.3
"PC_Y85_MAX","PC","EL65",2017,4
"PC_Y60_64","PC","EL65",2018,6.6
"PC_Y65_69","PC","EL65",2018,6.1
"PC_Y70_74","PC","EL65",2018,5.3
"PC_Y75_79","PC","EL65",2018,4.6
"PC_Y80_84","PC","EL65",2018,4.3
"PC_Y85_MAX","PC","EL65",2018,4.2
"PC_Y60_64","PC","ES",2017,5.7
"PC_Y65_69","PC","ES",2017,5.1
"PC_Y70_74","PC","ES",2017,4.4
"PC_Y75_79","PC","ES",2017,3.3
"PC_Y80_84","PC","ES",2017,3.1
"PC_Y85_MAX","PC","ES",2017,3
"PC_Y60_64","PC","ES",2018,5.8
"PC_Y65_69","PC","ES",2018,5.2
"PC_Y70_74","PC","ES",2018,4.6
"PC_Y75_79","PC","ES",2018,3.3
"PC_Y80_84","PC","ES",2018,3
"PC_Y85_MAX","PC","ES",2018,3.1
"PC_Y60_64","PC","ES1",2017,6.6
"PC_Y65_69","PC","ES1",2017,6.1
"PC_Y70_74","PC","ES1",2017,5.4
"PC_Y75_79","PC","ES1",2017,4
"PC_Y80_84","PC","ES1",2017,4.3
"PC_Y85_MAX","PC","ES1",2017,4.3
"PC_Y60_64","PC","ES1",2018,6.8
"PC_Y65_69","PC","ES1",2018,6.2
"PC_Y70_74","PC","ES1",2018,5.6
"PC_Y75_79","PC","ES1",2018,4
"PC_Y80_84","PC","ES1",2018,4.1
"PC_Y85_MAX","PC","ES1",2018,4.5
"PC_Y60_64","PC","ES11",2017,6.4
"PC_Y65_69","PC","ES11",2017,6
"PC_Y70_74","PC","ES11",2017,5.6
"PC_Y75_79","PC","ES11",2017,4.2
"PC_Y80_84","PC","ES11",2017,4.4
"PC_Y85_MAX","PC","ES11",2017,4.3
"PC_Y60_64","PC","ES11",2018,6.5
"PC_Y65_69","PC","ES11",2018,6.1
"PC_Y70_74","PC","ES11",2018,5.7
"PC_Y75_79","PC","ES11",2018,4.2
"PC_Y80_84","PC","ES11",2018,4.3
"PC_Y85_MAX","PC","ES11",2018,4.5
"PC_Y60_64","PC","ES12",2017,7.3
"PC_Y65_69","PC","ES12",2017,6.5
"PC_Y70_74","PC","ES12",2017,5.5
"PC_Y75_79","PC","ES12",2017,3.9
"PC_Y80_84","PC","ES12",2017,4.3
"PC_Y85_MAX","PC","ES12",2017,4.5
"PC_Y60_64","PC","ES12",2018,7.5
"PC_Y65_69","PC","ES12",2018,6.7
"PC_Y70_74","PC","ES12",2018,5.8
"PC_Y75_79","PC","ES12",2018,3.9
"PC_Y80_84","PC","ES12",2018,4.1
"PC_Y85_MAX","PC","ES12",2018,4.7
"PC_Y60_64","PC","ES13",2017,6.6
"PC_Y65_69","PC","ES13",2017,5.8
"PC_Y70_74","PC","ES13",2017,4.6
"PC_Y75_79","PC","ES13",2017,3.4
"PC_Y80_84","PC","ES13",2017,3.5
"PC_Y85_MAX","PC","ES13",2017,3.8
"PC_Y60_64","PC","ES13",2018,6.8
"PC_Y65_69","PC","ES13",2018,6
"PC_Y70_74","PC","ES13",2018,4.9
"PC_Y75_79","PC","ES13",2018,3.4
"PC_Y80_84","PC","ES13",2018,3.4
"PC_Y85_MAX","PC","ES13",2018,3.9
"PC_Y60_64","PC","ES2",2017,6.1
"PC_Y65_69","PC","ES2",2017,5.6
"PC_Y70_74","PC","ES2",2017,4.9
"PC_Y75_79","PC","ES2",2017,3.6
"PC_Y80_84","PC","ES2",2017,3.6
"PC_Y85_MAX","PC","ES2",2017,3.7
"PC_Y60_64","PC","ES2",2018,6.3
"PC_Y65_69","PC","ES2",2018,5.6
"PC_Y70_74","PC","ES2",2018,5
"PC_Y75_79","PC","ES2",2018,3.6
"PC_Y80_84","PC","ES2",2018,3.5
"PC_Y85_MAX","PC","ES2",2018,3.9
"PC_Y60_64","PC","ES21",2017,6.4
"PC_Y65_69","PC","ES21",2017,5.9
"PC_Y70_74","PC","ES21",2017,5.1
"PC_Y75_79","PC","ES21",2017,3.7
"PC_Y80_84","PC","ES21",2017,3.7
"PC_Y85_MAX","PC","ES21",2017,3.6
"PC_Y60_64","PC","ES21",2018,6.6
"PC_Y65_69","PC","ES21",2018,5.9
"PC_Y70_74","PC","ES21",2018,5.3
"PC_Y75_79","PC","ES21",2018,3.7
"PC_Y80_84","PC","ES21",2018,3.6
"PC_Y85_MAX","PC","ES21",2018,3.8
"PC_Y60_64","PC","ES22",2017,5.7
"PC_Y65_69","PC","ES22",2017,5.2
"PC_Y70_74","PC","ES22",2017,4.5
"PC_Y75_79","PC","ES22",2017,3.2
"PC_Y80_84","PC","ES22",2017,3.1
"PC_Y85_MAX","PC","ES22",2017,3.4
"PC_Y60_64","PC","ES22",2018,5.9
"PC_Y65_69","PC","ES22",2018,5.2
"PC_Y70_74","PC","ES22",2018,4.6
"PC_Y75_79","PC","ES22",2018,3.3
"PC_Y80_84","PC","ES22",2018,3
"PC_Y85_MAX","PC","ES22",2018,3.5
"PC_Y60_64","PC","ES23",2017,5.9
"PC_Y65_69","PC","ES23",2017,5.2
"PC_Y70_74","PC","ES23",2017,4.6
"PC_Y75_79","PC","ES23",2017,3.4
"PC_Y80_84","PC","ES23",2017,3.6
"PC_Y85_MAX","PC","ES23",2017,3.8
"PC_Y60_64","PC","ES23",2018,6.2
"PC_Y65_69","PC","ES23",2018,5.3
"PC_Y70_74","PC","ES23",2018,4.7
"PC_Y75_79","PC","ES23",2018,3.5
"PC_Y80_84","PC","ES23",2018,3.4
"PC_Y85_MAX","PC","ES23",2018,4
"PC_Y60_64","PC","ES24",2017,5.9
"PC_Y65_69","PC","ES24",2017,5.3
"PC_Y70_74","PC","ES24",2017,4.7
"PC_Y75_79","PC","ES24",2017,3.5
"PC_Y80_84","PC","ES24",2017,3.8
"PC_Y85_MAX","PC","ES24",2017,4.1
"PC_Y60_64","PC","ES24",2018,6.1
"PC_Y65_69","PC","ES24",2018,5.4
"PC_Y70_74","PC","ES24",2018,4.8
"PC_Y75_79","PC","ES24",2018,3.6
"PC_Y80_84","PC","ES24",2018,3.6
"PC_Y85_MAX","PC","ES24",2018,4.2
"PC_Y60_64","PC","ES3",2017,5.3
"PC_Y65_69","PC","ES3",2017,4.8
"PC_Y70_74","PC","ES3",2017,4.1
"PC_Y75_79","PC","ES3",2017,3
"PC_Y80_84","PC","ES3",2017,2.7
"PC_Y85_MAX","PC","ES3",2017,2.8
"PC_Y60_64","PC","ES3",2018,5.5
"PC_Y65_69","PC","ES3",2018,4.9
"PC_Y70_74","PC","ES3",2018,4.3
"PC_Y75_79","PC","ES3",2018,3
"PC_Y80_84","PC","ES3",2018,2.7
"PC_Y85_MAX","PC","ES3",2018,2.9
"PC_Y60_64","PC","ES30",2017,5.3
"PC_Y65_69","PC","ES30",2017,4.8
"PC_Y70_74","PC","ES30",2017,4.1
"PC_Y75_79","PC","ES30",2017,3
"PC_Y80_84","PC","ES30",2017,2.7
"PC_Y85_MAX","PC","ES30",2017,2.8
"PC_Y60_64","PC","ES30",2018,5.5
"PC_Y65_69","PC","ES30",2018,4.9
"PC_Y70_74","PC","ES30",2018,4.3
"PC_Y75_79","PC","ES30",2018,3
"PC_Y80_84","PC","ES30",2018,2.7
"PC_Y85_MAX","PC","ES30",2018,2.9
"PC_Y60_64","PC","ES4",2017,5.8
"PC_Y65_69","PC","ES4",2017,5.2
"PC_Y70_74","PC","ES4",2017,4.6
"PC_Y75_79","PC","ES4",2017,3.7
"PC_Y80_84","PC","ES4",2017,3.9
"PC_Y85_MAX","PC","ES4",2017,4.2
"PC_Y60_64","PC","ES4",2018,6.1
"PC_Y65_69","PC","ES4",2018,5.3
"PC_Y70_74","PC","ES4",2018,4.7
"PC_Y75_79","PC","ES4",2018,3.7
"PC_Y80_84","PC","ES4",2018,3.8
"PC_Y85_MAX","PC","ES4",2018,4.3
"PC_Y60_64","PC","ES41",2017,6.5
"PC_Y65_69","PC","ES41",2017,5.8
"PC_Y70_74","PC","ES41",2017,5.2
"PC_Y75_79","PC","ES41",2017,4.1
"PC_Y80_84","PC","ES41",2017,4.5
"PC_Y85_MAX","PC","ES41",2017,5.1
"PC_Y60_64","PC","ES41",2018,6.7
"PC_Y65_69","PC","ES41",2018,5.9
"PC_Y70_74","PC","ES41",2018,5.3
"PC_Y75_79","PC","ES41",2018,4.1
"PC_Y80_84","PC","ES41",2018,4.3
"PC_Y85_MAX","PC","ES41",2018,5.2
"PC_Y60_64","PC","ES42",2017,5.2
"PC_Y65_69","PC","ES42",2017,4.5
"PC_Y70_74","PC","ES42",2017,3.9
"PC_Y75_79","PC","ES42",2017,3.3
"PC_Y80_84","PC","ES42",2017,3.3
"PC_Y85_MAX","PC","ES42",2017,3.5
"PC_Y60_64","PC","ES42",2018,5.4
"PC_Y65_69","PC","ES42",2018,4.7
"PC_Y70_74","PC","ES42",2018,4.1
"PC_Y75_79","PC","ES42",2018,3.2
"PC_Y80_84","PC","ES42",2018,3.3
"PC_Y85_MAX","PC","ES42",2018,3.6
"PC_Y60_64","PC","ES43",2017,5.6
"PC_Y65_69","PC","ES43",2017,4.9
"PC_Y70_74","PC","ES43",2017,4.5
"PC_Y75_79","PC","ES43",2017,3.5
"PC_Y80_84","PC","ES43",2017,3.8
"PC_Y85_MAX","PC","ES43",2017,3.4
"PC_Y60_64","PC","ES43",2018,5.9
"PC_Y65_69","PC","ES43",2018,5.1
"PC_Y70_74","PC","ES43",2018,4.6
"PC_Y75_79","PC","ES43",2018,3.5
"PC_Y80_84","PC","ES43",2018,3.6
"PC_Y85_MAX","PC","ES43",2018,3.6
"PC_Y60_64","PC","ES5",2017,5.6
"PC_Y65_69","PC","ES5",2017,5.1
"PC_Y70_74","PC","ES5",2017,4.4
"PC_Y75_79","PC","ES5",2017,3.3
"PC_Y80_84","PC","ES5",2017,2.9
"PC_Y85_MAX","PC","ES5",2017,2.9
"PC_Y60_64","PC","ES5",2018,5.7
"PC_Y65_69","PC","ES5",2018,5.2
"PC_Y70_74","PC","ES5",2018,4.6
"PC_Y75_79","PC","ES5",2018,3.3
"PC_Y80_84","PC","ES5",2018,2.9
"PC_Y85_MAX","PC","ES5",2018,2.9
"PC_Y60_64","PC","ES51",2017,5.6
"PC_Y65_69","PC","ES51",2017,5.1
"PC_Y70_74","PC","ES51",2017,4.4
"PC_Y75_79","PC","ES51",2017,3.2
"PC_Y80_84","PC","ES51",2017,3.1
"PC_Y85_MAX","PC","ES51",2017,3.1
"PC_Y60_64","PC","ES51",2018,5.7
"PC_Y65_69","PC","ES51",2018,5.1
"PC_Y70_74","PC","ES51",2018,4.5
"PC_Y75_79","PC","ES51",2018,3.2
"PC_Y80_84","PC","ES51",2018,3
"PC_Y85_MAX","PC","ES51",2018,3.2
"PC_Y60_64","PC","ES52",2017,5.7
"PC_Y65_69","PC","ES52",2017,5.3
"PC_Y70_74","PC","ES52",2017,4.6
"PC_Y75_79","PC","ES52",2017,3.6
"PC_Y80_84","PC","ES52",2017,2.9
"PC_Y85_MAX","PC","ES52",2017,2.7
"PC_Y60_64","PC","ES52",2018,5.8
"PC_Y65_69","PC","ES52",2018,5.4
"PC_Y70_74","PC","ES52",2018,4.7
"PC_Y75_79","PC","ES52",2018,3.5
"PC_Y80_84","PC","ES52",2018,2.9
"PC_Y85_MAX","PC","ES52",2018,2.8
"PC_Y60_64","PC","ES53",2017,5.3
"PC_Y65_69","PC","ES53",2017,4.6
"PC_Y70_74","PC","ES53",2017,3.9
"PC_Y75_79","PC","ES53",2017,2.7
"PC_Y80_84","PC","ES53",2017,2.3
"PC_Y85_MAX","PC","ES53",2017,2.1
"PC_Y60_64","PC","ES53",2018,5.3
"PC_Y65_69","PC","ES53",2018,4.7
"PC_Y70_74","PC","ES53",2018,3.9
"PC_Y75_79","PC","ES53",2018,2.7
"PC_Y80_84","PC","ES53",2018,2.2
"PC_Y85_MAX","PC","ES53",2018,2.2
"PC_Y60_64","PC","ES6",2017,5.3
"PC_Y65_69","PC","ES6",2017,4.6
"PC_Y70_74","PC","ES6",2017,4
"PC_Y75_79","PC","ES6",2017,3
"PC_Y80_84","PC","ES6",2017,2.6
"PC_Y85_MAX","PC","ES6",2017,2.2
"PC_Y60_64","PC","ES6",2018,5.5
"PC_Y65_69","PC","ES6",2018,4.7
"PC_Y70_74","PC","ES6",2018,4.1
"PC_Y75_79","PC","ES6",2018,3
"PC_Y80_84","PC","ES6",2018,2.6
"PC_Y85_MAX","PC","ES6",2018,2.3
"PC_Y60_64","PC","ES61",2017,5.4
"PC_Y65_69","PC","ES61",2017,4.7
"PC_Y70_74","PC","ES61",2017,4.1
"PC_Y75_79","PC","ES61",2017,3
"PC_Y80_84","PC","ES61",2017,2.6
"PC_Y85_MAX","PC","ES61",2017,2.2
"PC_Y60_64","PC","ES61",2018,5.6
"PC_Y65_69","PC","ES61",2018,4.8
"PC_Y70_74","PC","ES61",2018,4.2
"PC_Y75_79","PC","ES61",2018,3
"PC_Y80_84","PC","ES61",2018,2.6
"PC_Y85_MAX","PC","ES61",2018,2.3
"PC_Y60_64","PC","ES62",2017,4.8
"PC_Y65_69","PC","ES62",2017,4.3
"PC_Y70_74","PC","ES62",2017,3.6
