"indic_de","unit","geo","time","values"
"OLDDEP2","PC","CZ03",2017,48.4
"PC_FM","PC","CZ03",2017,102.3
"PC_Y60_MAX","PC","CZ03",2017,26.2
"PC_Y65_MAX","PC","CZ03",2017,19.1
"OLDDEP1","PC","CZ03",2018,30.2
"OLDDEP2","PC","CZ03",2018,49.5
"PC_FM","PC","CZ03",2018,102.2
"PC_Y60_MAX","PC","CZ03",2018,26.5
"PC_Y65_MAX","PC","CZ03",2018,19.6
"OLDDEP1","PC","CZ04",2017,28
"OLDDEP2","PC","CZ04",2017,46.6
"PC_FM","PC","CZ04",2017,101.9
"PC_Y60_MAX","PC","CZ04",2017,25.3
"PC_Y65_MAX","PC","CZ04",2017,18.5
"OLDDEP1","PC","CZ04",2018,29.1
"OLDDEP2","PC","CZ04",2018,47.7
"PC_FM","PC","CZ04",2018,101.8
"PC_Y60_MAX","PC","CZ04",2018,25.7
"PC_Y65_MAX","PC","CZ04",2018,19
"OLDDEP1","PC","CZ05",2017,29.9
"OLDDEP2","PC","CZ05",2017,49.2
"PC_FM","PC","CZ05",2017,103
"PC_Y60_MAX","PC","CZ05",2017,26.3
"PC_Y65_MAX","PC","CZ05",2017,19.4
"OLDDEP1","PC","CZ05",2018,31
"OLDDEP2","PC","CZ05",2018,50.3
"PC_FM","PC","CZ05",2018,102.8
"PC_Y60_MAX","PC","CZ05",2018,26.7
"PC_Y65_MAX","PC","CZ05",2018,20
"OLDDEP1","PC","CZ06",2017,29.1
"OLDDEP2","PC","CZ06",2017,47.2
"PC_FM","PC","CZ06",2017,103.2
"PC_Y60_MAX","PC","CZ06",2017,25.7
"PC_Y65_MAX","PC","CZ06",2017,19.1
"OLDDEP1","PC","CZ06",2018,30
"OLDDEP2","PC","CZ06",2018,48.2
"PC_FM","PC","CZ06",2018,103.2
"PC_Y60_MAX","PC","CZ06",2018,26.1
"PC_Y65_MAX","PC","CZ06",2018,19.5
"OLDDEP1","PC","CZ07",2017,29.5
"OLDDEP2","PC","CZ07",2017,48.4
"PC_FM","PC","CZ07",2017,104.3
"PC_Y60_MAX","PC","CZ07",2017,26.3
"PC_Y65_MAX","PC","CZ07",2017,19.3
"OLDDEP1","PC","CZ07",2018,30.5
"OLDDEP2","PC","CZ07",2018,49.7
"PC_FM","PC","CZ07",2018,104.2
"PC_Y60_MAX","PC","CZ07",2018,26.7
"PC_Y65_MAX","PC","CZ07",2018,19.8
"OLDDEP1","PC","CZ08",2017,28.1
"OLDDEP2","PC","CZ08",2017,46.3
"PC_FM","PC","CZ08",2017,104
"PC_Y60_MAX","PC","CZ08",2017,25.5
"PC_Y65_MAX","PC","CZ08",2017,18.7
"OLDDEP1","PC","CZ08",2018,29.1
"OLDDEP2","PC","CZ08",2018,47.6
"PC_FM","PC","CZ08",2018,103.9
"PC_Y60_MAX","PC","CZ08",2018,25.9
"PC_Y65_MAX","PC","CZ08",2018,19.2
"OLDDEP1","PC","DE",2017,32.4
"OLDDEP2","PC","DE",2017,51.2
"PC_FM","PC","DE",2017,102.8
"PC_Y60_MAX","PC","DE",2017,27.6
"PC_Y65_MAX","PC","DE",2017,21.2
"OLDDEP1","PC","DE",2018,32.8
"OLDDEP2","PC","DE",2018,51.9
"PC_FM","PC","DE",2018,102.7
"PC_Y60_MAX","PC","DE",2018,27.9
"PC_Y65_MAX","PC","DE",2018,21.4
"OLDDEP1","PC","DE1",2017,30
"OLDDEP2","PC","DE1",2017,47.3
"PC_FM","PC","DE1",2017,101.5
"PC_Y60_MAX","PC","DE1",2017,25.9
"PC_Y65_MAX","PC","DE1",2017,19.9
"OLDDEP1","PC","DE1",2018,30.3
"OLDDEP2","PC","DE1",2018,47.9
"PC_FM","PC","DE1",2018,101.3
"PC_Y60_MAX","PC","DE1",2018,26.2
"PC_Y65_MAX","PC","DE1",2018,20
"OLDDEP1","PC","DE11",2017,29.8
"OLDDEP2","PC","DE11",2017,46.5
"PC_FM","PC","DE11",2017,100.8
"PC_Y60_MAX","PC","DE11",2017,25.6
"PC_Y65_MAX","PC","DE11",2017,19.8
"OLDDEP1","PC","DE11",2018,30
"OLDDEP2","PC","DE11",2018,46.9
"PC_FM","PC","DE11",2018,100.5
"PC_Y60_MAX","PC","DE11",2018,25.8
"PC_Y65_MAX","PC","DE11",2018,19.8
"OLDDEP1","PC","DE12",2017,30.2
"OLDDEP2","PC","DE12",2017,47.5
"PC_FM","PC","DE12",2017,101.3
"PC_Y60_MAX","PC","DE12",2017,26.2
"PC_Y65_MAX","PC","DE12",2017,20.1
"OLDDEP1","PC","DE12",2018,30.5
"OLDDEP2","PC","DE12",2018,48
"PC_FM","PC","DE12",2018,101.2
"PC_Y60_MAX","PC","DE12",2018,26.5
"PC_Y65_MAX","PC","DE12",2018,20.2
"OLDDEP1","PC","DE13",2017,30.6
"OLDDEP2","PC","DE13",2017,48.9
"PC_FM","PC","DE13",2017,103.1
"PC_Y60_MAX","PC","DE13",2017,26.4
"PC_Y65_MAX","PC","DE13",2017,20.2
"OLDDEP1","PC","DE13",2018,31
"OLDDEP2","PC","DE13",2018,49.6
"PC_FM","PC","DE13",2018,102.8
"PC_Y60_MAX","PC","DE13",2018,26.7
"PC_Y65_MAX","PC","DE13",2018,20.3
"OLDDEP1","PC","DE14",2017,29.4
"OLDDEP2","PC","DE14",2017,47
"PC_FM","PC","DE14",2017,101.3
"PC_Y60_MAX","PC","DE14",2017,25.6
"PC_Y65_MAX","PC","DE14",2017,19.5
"OLDDEP1","PC","DE14",2018,29.8
"OLDDEP2","PC","DE14",2018,47.8
"PC_FM","PC","DE14",2018,101.1
"PC_Y60_MAX","PC","DE14",2018,26
"PC_Y65_MAX","PC","DE14",2018,19.7
"OLDDEP1","PC","DE2",2017,30.3
"OLDDEP2","PC","DE2",2017,47.4
"PC_FM","PC","DE2",2017,102
"PC_Y60_MAX","PC","DE2",2017,26.2
"PC_Y65_MAX","PC","DE2",2017,20.1
"OLDDEP1","PC","DE2",2018,30.6
"OLDDEP2","PC","DE2",2018,48.1
"PC_FM","PC","DE2",2018,101.9
"PC_Y60_MAX","PC","DE2",2018,26.4
"PC_Y65_MAX","PC","DE2",2018,20.3
"OLDDEP1","PC","DE21",2017,29
"OLDDEP2","PC","DE21",2017,43.9
"PC_FM","PC","DE21",2017,102.3
"PC_Y60_MAX","PC","DE21",2017,24.7
"PC_Y65_MAX","PC","DE21",2017,19.3
"OLDDEP1","PC","DE21",2018,29.2
"OLDDEP2","PC","DE21",2018,44.4
"PC_FM","PC","DE21",2018,102.3
"PC_Y60_MAX","PC","DE21",2018,24.9
"PC_Y65_MAX","PC","DE21",2018,19.4
"OLDDEP1","PC","DE22",2017,30
"OLDDEP2","PC","DE22",2017,48.4
"PC_FM","PC","DE22",2017,99.9
"PC_Y60_MAX","PC","DE22",2017,26.6
"PC_Y65_MAX","PC","DE22",2017,20
"OLDDEP1","PC","DE22",2018,30.3
"OLDDEP2","PC","DE22",2018,49.2
"PC_FM","PC","DE22",2018,99.6
"PC_Y60_MAX","PC","DE22",2018,26.9
"PC_Y65_MAX","PC","DE22",2018,20.2
"OLDDEP1","PC","DE23",2017,29.4
"OLDDEP2","PC","DE23",2017,47.4
"PC_FM","PC","DE23",2017,101
"PC_Y60_MAX","PC","DE23",2017,26.3
"PC_Y65_MAX","PC","DE23",2017,19.8
"OLDDEP1","PC","DE23",2018,29.8
"OLDDEP2","PC","DE23",2018,48.3
"PC_FM","PC","DE23",2018,100.8
"PC_Y60_MAX","PC","DE23",2018,26.6
"PC_Y65_MAX","PC","DE23",2018,20
"OLDDEP1","PC","DE24",2017,33.6
"OLDDEP2","PC","DE24",2017,53.7
"PC_FM","PC","DE24",2017,103.6
"PC_Y60_MAX","PC","DE24",2017,28.8
"PC_Y65_MAX","PC","DE24",2017,22.1
"OLDDEP1","PC","DE24",2018,33.9
"OLDDEP2","PC","DE24",2018,54.4
"PC_FM","PC","DE24",2018,103.3
"PC_Y60_MAX","PC","DE24",2018,29.1
"PC_Y65_MAX","PC","DE24",2018,22.2
"OLDDEP1","PC","DE25",2017,30.7
"OLDDEP2","PC","DE25",2017,48.1
"PC_FM","PC","DE25",2017,103.2
"PC_Y60_MAX","PC","DE25",2017,26.4
"PC_Y65_MAX","PC","DE25",2017,20.3
"OLDDEP1","PC","DE25",2018,30.9
"OLDDEP2","PC","DE25",2018,48.5
"PC_FM","PC","DE25",2018,103
"PC_Y60_MAX","PC","DE25",2018,26.6
"PC_Y65_MAX","PC","DE25",2018,20.4
"OLDDEP1","PC","DE26",2017,32
"OLDDEP2","PC","DE26",2017,51.7
"PC_FM","PC","DE26",2017,102.2
"PC_Y60_MAX","PC","DE26",2017,27.9
"PC_Y65_MAX","PC","DE26",2017,21.1
"OLDDEP1","PC","DE26",2018,32.6
"OLDDEP2","PC","DE26",2018,52.7
"PC_FM","PC","DE26",2018,102
"PC_Y60_MAX","PC","DE26",2018,28.3
"PC_Y65_MAX","PC","DE26",2018,21.4
"OLDDEP1","PC","DE27",2017,31
"OLDDEP2","PC","DE27",2017,48.7
"PC_FM","PC","DE27",2017,101.2
"PC_Y60_MAX","PC","DE27",2017,26.5
"PC_Y65_MAX","PC","DE27",2017,20.4
"OLDDEP1","PC","DE27",2018,31.2
"OLDDEP2","PC","DE27",2018,49.3
"PC_FM","PC","DE27",2018,101.1
"PC_Y60_MAX","PC","DE27",2018,26.7
"PC_Y65_MAX","PC","DE27",2018,20.5
"OLDDEP1","PC","DE3",2017,28.7
"OLDDEP2","PC","DE3",2017,43
"PC_FM","PC","DE3",2017,103.6
"PC_Y60_MAX","PC","DE3",2017,24.7
"PC_Y65_MAX","PC","DE3",2017,19.2
"OLDDEP1","PC","DE3",2018,28.7
"OLDDEP2","PC","DE3",2018,43
"PC_FM","PC","DE3",2018,103.4
"PC_Y60_MAX","PC","DE3",2018,24.7
"PC_Y65_MAX","PC","DE3",2018,19.2
"OLDDEP1","PC","DE30",2017,28.7
"OLDDEP2","PC","DE30",2017,43
"PC_FM","PC","DE30",2017,103.6
"PC_Y60_MAX","PC","DE30",2017,24.7
"PC_Y65_MAX","PC","DE30",2017,19.2
"OLDDEP1","PC","DE30",2018,28.7
"OLDDEP2","PC","DE30",2018,43
"PC_FM","PC","DE30",2018,103.4
"PC_Y60_MAX","PC","DE30",2018,24.7
"PC_Y65_MAX","PC","DE30",2018,19.2
"OLDDEP1","PC","DE4",2017,37.2
"OLDDEP2","PC","DE4",2017,61.2
"PC_FM","PC","DE4",2017,102.5
"PC_Y60_MAX","PC","DE4",2017,31.5
"PC_Y65_MAX","PC","DE4",2017,23.7
"OLDDEP1","PC","DE4",2018,38.2
"OLDDEP2","PC","DE4",2018,62.8
"PC_FM","PC","DE4",2018,102.6
"PC_Y60_MAX","PC","DE4",2018,32
"PC_Y65_MAX","PC","DE4",2018,24.1
"OLDDEP1","PC","DE40",2017,37.2
"OLDDEP2","PC","DE40",2017,61.2
"PC_FM","PC","DE40",2017,102.5
"PC_Y60_MAX","PC","DE40",2017,31.5
"PC_Y65_MAX","PC","DE40",2017,23.7
"OLDDEP1","PC","DE40",2018,38.2
"OLDDEP2","PC","DE40",2018,62.8
"PC_FM","PC","DE40",2018,102.6
"PC_Y60_MAX","PC","DE40",2018,32
"PC_Y65_MAX","PC","DE40",2018,24.1
"OLDDEP1","PC","DE5",2017,32.1
"OLDDEP2","PC","DE5",2017,49.2
"PC_FM","PC","DE5",2017,102.3
"PC_Y60_MAX","PC","DE5",2017,27
"PC_Y65_MAX","PC","DE5",2017,21.1
"OLDDEP1","PC","DE5",2018,32.2
"OLDDEP2","PC","DE5",2018,49.5
"PC_FM","PC","DE5",2018,102.3
"PC_Y60_MAX","PC","DE5",2018,27.1
"PC_Y65_MAX","PC","DE5",2018,21.1
"OLDDEP1","PC","DE50",2017,32.1
"OLDDEP2","PC","DE50",2017,49.2
"PC_FM","PC","DE50",2017,102.3
"PC_Y60_MAX","PC","DE50",2017,27
"PC_Y65_MAX","PC","DE50",2017,21.1
"OLDDEP1","PC","DE50",2018,32.2
"OLDDEP2","PC","DE50",2018,49.5
"PC_FM","PC","DE50",2018,102.3
"PC_Y60_MAX","PC","DE50",2018,27.1
"PC_Y65_MAX","PC","DE50",2018,21.1
"OLDDEP1","PC","DE6",2017,27.4
"OLDDEP2","PC","DE6",2017,40.4
"PC_FM","PC","DE6",2017,104.3
"PC_Y60_MAX","PC","DE6",2017,23.5
"PC_Y65_MAX","PC","DE6",2017,18.5
"OLDDEP1","PC","DE6",2018,27.2
"OLDDEP2","PC","DE6",2018,40.2
"PC_FM","PC","DE6",2018,104
"PC_Y60_MAX","PC","DE6",2018,23.4
"PC_Y65_MAX","PC","DE6",2018,18.4
"OLDDEP1","PC","DE60",2017,27.4
"OLDDEP2","PC","DE60",2017,40.4
"PC_FM","PC","DE60",2017,104.3
"PC_Y60_MAX","PC","DE60",2017,23.5
"PC_Y65_MAX","PC","DE60",2017,18.5
"OLDDEP1","PC","DE60",2018,27.2
"OLDDEP2","PC","DE60",2018,40.2
"PC_FM","PC","DE60",2018,104
"PC_Y60_MAX","PC","DE60",2018,23.4
"PC_Y65_MAX","PC","DE60",2018,18.4
"OLDDEP1","PC","DE7",2017,31
"OLDDEP2","PC","DE7",2017,48.5
"PC_FM","PC","DE7",2017,102.6
"PC_Y60_MAX","PC","DE7",2017,26.5
"PC_Y65_MAX","PC","DE7",2017,20.4
"OLDDEP1","PC","DE7",2018,31.3
"OLDDEP2","PC","DE7",2018,49.1
"PC_FM","PC","DE7",2018,102.6
"PC_Y60_MAX","PC","DE7",2018,26.7
"PC_Y65_MAX","PC","DE7",2018,20.5
"OLDDEP1","PC","DE71",2017,29.9
"OLDDEP2","PC","DE71",2017,46.3
"PC_FM","PC","DE71",2017,102.8
"PC_Y60_MAX","PC","DE71",2017,25.6
"PC_Y65_MAX","PC","DE71",2017,19.8
"OLDDEP1","PC","DE71",2018,30.1
"OLDDEP2","PC","DE71",2018,46.7
"PC_FM","PC","DE71",2018,102.9
"PC_Y60_MAX","PC","DE71",2018,25.8
"PC_Y65_MAX","PC","DE71",2018,19.8
"OLDDEP1","PC","DE72",2017,30.9
"OLDDEP2","PC","DE72",2017,49.5
"PC_FM","PC","DE72",2017,102.4
"PC_Y60_MAX","PC","DE72",2017,27
"PC_Y65_MAX","PC","DE72",2017,20.5
"OLDDEP1","PC","DE72",2018,31.3
"OLDDEP2","PC","DE72",2018,50.3
"PC_FM","PC","DE72",2018,102.5
"PC_Y60_MAX","PC","DE72",2018,27.3
"PC_Y65_MAX","PC","DE72",2018,20.7
"OLDDEP1","PC","DE73",2017,34.8
"OLDDEP2","PC","DE73",2017,55.2
"PC_FM","PC","DE73",2017,101.9
"PC_Y60_MAX","PC","DE73",2017,29.1
"PC_Y65_MAX","PC","DE73",2017,22.5
"OLDDEP1","PC","DE73",2018,35.2
"OLDDEP2","PC","DE73",2018,56
"PC_FM","PC","DE73",2018,101.8
"PC_Y60_MAX","PC","DE73",2018,29.4
"PC_Y65_MAX","PC","DE73",2018,22.6
"OLDDEP1","PC","DE8",2017,36.9
"OLDDEP2","PC","DE8",2017,61.5
"PC_FM","PC","DE8",2017,102.5
"PC_Y60_MAX","PC","DE8",2017,31.8
"PC_Y65_MAX","PC","DE8",2017,23.6
"OLDDEP1","PC","DE8",2018,38.1
"OLDDEP2","PC","DE8",2018,63.6
"PC_FM","PC","DE8",2018,102.7
"PC_Y60_MAX","PC","DE8",2018,32.4
"PC_Y65_MAX","PC","DE8",2018,24.1
"OLDDEP1","PC","DE80",2017,36.9
"OLDDEP2","PC","DE80",2017,61.5
"PC_FM","PC","DE80",2017,102.5
"PC_Y60_MAX","PC","DE80",2017,31.8
"PC_Y65_MAX","PC","DE80",2017,23.6
"OLDDEP1","PC","DE80",2018,38.1
"OLDDEP2","PC","DE80",2018,63.6
"PC_FM","PC","DE80",2018,102.7
"PC_Y60_MAX","PC","DE80",2018,32.4
"PC_Y65_MAX","PC","DE80",2018,24.1
"OLDDEP1","PC","DE9",2017,33.3
"OLDDEP2","PC","DE9",2017,52.7
"PC_FM","PC","DE9",2017,102.5
"PC_Y60_MAX","PC","DE9",2017,27.9
"PC_Y65_MAX","PC","DE9",2017,21.6
"OLDDEP1","PC","DE9",2018,33.7
"OLDDEP2","PC","DE9",2018,53.4
"PC_FM","PC","DE9",2018,102.5
"PC_Y60_MAX","PC","DE9",2018,28.2
"PC_Y65_MAX","PC","DE9",2018,21.8
"OLDDEP1","PC","DE91",2017,34.7
"OLDDEP2","PC","DE91",2017,54.4
"PC_FM","PC","DE91",2017,102.2
"PC_Y60_MAX","PC","DE91",2017,28.9
"PC_Y65_MAX","PC","DE91",2017,22.5
"OLDDEP1","PC","DE91",2018,35
"OLDDEP2","PC","DE91",2018,55.1
"PC_FM","PC","DE91",2018,102.1
"PC_Y60_MAX","PC","DE91",2018,29.2
"PC_Y65_MAX","PC","DE91",2018,22.6
"OLDDEP1","PC","DE92",2017,34.2
"OLDDEP2","PC","DE92",2017,53.3
"PC_FM","PC","DE92",2017,104.2
"PC_Y60_MAX","PC","DE92",2017,28.4
"PC_Y65_MAX","PC","DE92",2017,22.1
"OLDDEP1","PC","DE92",2018,34.5
"OLDDEP2","PC","DE92",2018,54
"PC_FM","PC","DE92",2018,104.1
"PC_Y60_MAX","PC","DE92",2018,28.6
"PC_Y65_MAX","PC","DE92",2018,22.2
"OLDDEP1","PC","DE93",2017,34.7
"OLDDEP2","PC","DE93",2017,55.3
"PC_FM","PC","DE93",2017,102.3
"PC_Y60_MAX","PC","DE93",2017,28.7
"PC_Y65_MAX","PC","DE93",2017,22.2
"OLDDEP1","PC","DE93",2018,35.3
"OLDDEP2","PC","DE93",2018,56.2
"PC_FM","PC","DE93",2018,102.6
"PC_Y60_MAX","PC","DE93",2018,29.1
"PC_Y65_MAX","PC","DE93",2018,22.5
"OLDDEP1","PC","DE94",2017,30.8
"OLDDEP2","PC","DE94",2017,49.4
"PC_FM","PC","DE94",2017,101.4
"PC_Y60_MAX","PC","DE94",2017,26.4
"PC_Y65_MAX","PC","DE94",2017,20.2
"OLDDEP1","PC","DE94",2018,31.2
"OLDDEP2","PC","DE94",2018,50.1
"PC_FM","PC","DE94",2018,101.4
"PC_Y60_MAX","PC","DE94",2018,26.8
"PC_Y65_MAX","PC","DE94",2018,20.4
"OLDDEP1","PC","DEA",2017,31.6
"OLDDEP2","PC","DEA",2017,50
"PC_FM","PC","DEA",2017,103.8
"PC_Y60_MAX","PC","DEA",2017,27
"PC_Y65_MAX","PC","DEA",2017,20.7
"OLDDEP1","PC","DEA",2018,31.9
"OLDDEP2","PC","DEA",2018,50.7
"PC_FM","PC","DEA",2018,103.8
"PC_Y60_MAX","PC","DEA",2018,27.3
"PC_Y65_MAX","PC","DEA",2018,20.9
"OLDDEP1","PC","DEA1",2017,32.8
"OLDDEP2","PC","DEA1",2017,51.5
"PC_FM","PC","DEA1",2017,104.9
"PC_Y60_MAX","PC","DEA1",2017,27.7
"PC_Y65_MAX","PC","DEA1",2017,21.4
"OLDDEP1","PC","DEA1",2018,33.1
"OLDDEP2","PC","DEA1",2018,52.1
"PC_FM","PC","DEA1",2018,104.9
"PC_Y60_MAX","PC","DEA1",2018,28
"PC_Y65_MAX","PC","DEA1",2018,21.5
"OLDDEP1","PC","DEA2",2017,29.9
"OLDDEP2","PC","DEA2",2017,47
"PC_FM","PC","DEA2",2017,103.8
"PC_Y60_MAX","PC","DEA2",2017,25.9
"PC_Y65_MAX","PC","DEA2",2017,19.9
"OLDDEP1","PC","DEA2",2018,30.2
"OLDDEP2","PC","DEA2",2018,47.6
"PC_FM","PC","DEA2",2018,103.8
"PC_Y60_MAX","PC","DEA2",2018,26.2
"PC_Y65_MAX","PC","DEA2",2018,20
"OLDDEP1","PC","DEA3",2017,30.2
"OLDDEP2","PC","DEA3",2017,48.9
"PC_FM","PC","DEA3",2017,103.1
"PC_Y60_MAX","PC","DEA3",2017,26.4
"PC_Y65_MAX","PC","DEA3",2017,20
"OLDDEP1","PC","DEA3",2018,30.7
"OLDDEP2","PC","DEA3",2018,49.9
"PC_FM","PC","DEA3",2018,103.1
"PC_Y60_MAX","PC","DEA3",2018,26.8
"PC_Y65_MAX","PC","DEA3",2018,20.2
"OLDDEP1","PC","DEA4",2017,31.3
"OLDDEP2","PC","DEA4",2017,50
"PC_FM","PC","DEA4",2017,102.7
"PC_Y60_MAX","PC","DEA4",2017,26.7
"PC_Y65_MAX","PC","DEA4",2017,20.4
"OLDDEP1","PC","DEA4",2018,31.7
"OLDDEP2","PC","DEA4",2018,50.9
"PC_FM","PC","DEA4",2018,102.8
"PC_Y60_MAX","PC","DEA4",2018,27
"PC_Y65_MAX","PC","DEA4",2018,20.6
"OLDDEP1","PC","DEA5",2017,32.9
"OLDDEP2","PC","DEA5",2017,52.4
"PC_FM","PC","DEA5",2017,103.5
"PC_Y60_MAX","PC","DEA5",2017,28
"PC_Y65_MAX","PC","DEA5",2017,21.5
"OLDDEP1","PC","DEA5",2018,33.3
"OLDDEP2","PC","DEA5",2018,53.2
"PC_FM","PC","DEA5",2018,103.5
"PC_Y60_MAX","PC","DEA5",2018,28.3
"PC_Y65_MAX","PC","DEA5",2018,21.7
"OLDDEP1","PC","DEB",2017,32.4
"OLDDEP2","PC","DEB",2017,52.3
"PC_FM","PC","DEB",2017,102.6
"PC_Y60_MAX","PC","DEB",2017,28
"PC_Y65_MAX","PC","DEB",2017,21.2
"OLDDEP1","PC","DEB",2018,32.9
"OLDDEP2","PC","DEB",2018,53.4
"PC_FM","PC","DEB",2018,102.6
"PC_Y60_MAX","PC","DEB",2018,28.4
"PC_Y65_MAX","PC","DEB",2018,21.5
"OLDDEP1","PC","DEB1",2017,34.1
"OLDDEP2","PC","DEB1",2017,55.3
"PC_FM","PC","DEB1",2017,102.8
"PC_Y60_MAX","PC","DEB1",2017,29.1
"PC_Y65_MAX","PC","DEB1",2017,22.1
"OLDDEP1","PC","DEB1",2018,34.7
"OLDDEP2","PC","DEB1",2018,56.4
"PC_FM","PC","DEB1",2018,102.6
"PC_Y60_MAX","PC","DEB1",2018,29.5
"PC_Y65_MAX","PC","DEB1",2018,22.4
"OLDDEP1","PC","DEB2",2017,30.6
"OLDDEP2","PC","DEB2",2017,49.9
"PC_FM","PC","DEB2",2017,101.1
"PC_Y60_MAX","PC","DEB2",2017,27.2
"PC_Y65_MAX","PC","DEB2",2017,20.4
"OLDDEP1","PC","DEB2",2018,31.2
"OLDDEP2","PC","DEB2",2018,50.9
"PC_FM","PC","DEB2",2018,101
"PC_Y60_MAX","PC","DEB2",2018,27.6
"PC_Y65_MAX","PC","DEB2",2018,20.7
"OLDDEP1","PC","DEB3",2017,31.6
"OLDDEP2","PC","DEB3",2017,50.8
"PC_FM","PC","DEB3",2017,103
"PC_Y60_MAX","PC","DEB3",2017,27.5
"PC_Y65_MAX","PC","DEB3",2017,20.8
"OLDDEP1","PC","DEB3",2018,32.1
"OLDDEP2","PC","DEB3",2018,51.8
"PC_FM","PC","DEB3",2018,102.9
"PC_Y60_MAX","PC","DEB3",2018,27.9
"PC_Y65_MAX","PC","DEB3",2018,21.1
"OLDDEP1","PC","DEC",2017,35.5
"OLDDEP2","PC","DEC",2017,57.7
"PC_FM","PC","DEC",2017,103.6
"PC_Y60_MAX","PC","DEC",2017,30.5
"PC_Y65_MAX","PC","DEC",2017,23.1
"OLDDEP1","PC","DEC",2018,36.3
"OLDDEP2","PC","DEC",2018,59.1
"PC_FM","PC","DEC",2018,103.8
"PC_Y60_MAX","PC","DEC",2018,31
"PC_Y65_MAX","PC","DEC",2018,23.4
"OLDDEP1","PC","DEC0",2017,35.5
"OLDDEP2","PC","DEC0",2017,57.7
"PC_FM","PC","DEC0",2017,103.6
"PC_Y60_MAX","PC","DEC0",2017,30.5
"PC_Y65_MAX","PC","DEC0",2017,23.1
"OLDDEP1","PC","DEC0",2018,36.3
"OLDDEP2","PC","DEC0",2018,59.1
"PC_FM","PC","DEC0",2018,103.8
"PC_Y60_MAX","PC","DEC0",2018,31
"PC_Y65_MAX","PC","DEC0",2018,23.4
"OLDDEP1","PC","DED",2017,41.5
"OLDDEP2","PC","DED",2017,65.3
"PC_FM","PC","DED",2017,103.1
"PC_Y60_MAX","PC","DED",2017,32.8
"PC_Y65_MAX","PC","DED",2017,25.5
"OLDDEP1","PC","DED",2018,42.4
"OLDDEP2","PC","DED",2018,66.3
"PC_FM","PC","DED",2018,103
"PC_Y60_MAX","PC","DED",2018,33
"PC_Y65_MAX","PC","DED",2018,25.9
"OLDDEP1","PC","DED2",2017,41
"OLDDEP2","PC","DED2",2017,64.1
"PC_FM","PC","DED2",2017,102.3
"PC_Y60_MAX","PC","DED2",2017,32.3
"PC_Y65_MAX","PC","DED2",2017,25.2
"OLDDEP1","PC","DED2",2018,42
"OLDDEP2","PC","DED2",2018,65.4
"PC_FM","PC","DED2",2018,102.3
"PC_Y60_MAX","PC","DED2",2018,32.5
"PC_Y65_MAX","PC","DED2",2018,25.5
"OLDDEP1","PC","DED4",2017,46.6
"OLDDEP2","PC","DED4",2017,75.1
"PC_FM","PC","DED4",2017,103.8
"PC_Y60_MAX","PC","DED4",2017,36
"PC_Y65_MAX","PC","DED4",2017,27.9
"OLDDEP1","PC","DED4",2018,48.1
"OLDDEP2","PC","DED4",2018,76.9
"PC_FM","PC","DED4",2018,103.7
"PC_Y60_MAX","PC","DED4",2018,36.4
"PC_Y65_MAX","PC","DED4",2018,28.5
"OLDDEP1","PC","DED5",2017,35.5
"OLDDEP2","PC","DED5",2017,54.6
"PC_FM","PC","DED5",2017,103.3
"PC_Y60_MAX","PC","DED5",2017,29.3
"PC_Y65_MAX","PC","DED5",2017,22.7
"OLDDEP1","PC","DED5",2018,35.7
"OLDDEP2","PC","DED5",2018,54.8
"PC_FM","PC","DED5",2018,103.2
"PC_Y60_MAX","PC","DED5",2018,29.2
"PC_Y65_MAX","PC","DED5",2018,22.8
"OLDDEP1","PC","DEE",2017,40.9
"OLDDEP2","PC","DEE",2017,66.4
"PC_FM","PC","DEE",2017,102.8
"PC_Y60_MAX","PC","DEE",2017,33.6
"PC_Y65_MAX","PC","DEE",2017,25.6
"OLDDEP1","PC","DEE",2018,42
"OLDDEP2","PC","DEE",2018,68.1
"PC_FM","PC","DEE",2018,103
"PC_Y60_MAX","PC","DEE",2018,34
"PC_Y65_MAX","PC","DEE",2018,26
"OLDDEP1","PC","DEE0",2017,40.9
"OLDDEP2","PC","DEE0",2017,66.4
"PC_FM","PC","DEE0",2017,102.8
"PC_Y60_MAX","PC","DEE0",2017,33.6
"PC_Y65_MAX","PC","DEE0",2017,25.6
"OLDDEP1","PC","DEE0",2018,42
"OLDDEP2","PC","DEE0",2018,68.1
"PC_FM","PC","DEE0",2018,103
"PC_Y60_MAX","PC","DEE0",2018,34
"PC_Y65_MAX","PC","DEE0",2018,26
"OLDDEP1","PC","DEF",2017,35.4
"OLDDEP2","PC","DEF",2017,55.1
"PC_FM","PC","DEF",2017,104
"PC_Y60_MAX","PC","DEF",2017,28.9
"PC_Y65_MAX","PC","DEF",2017,22.7
"OLDDEP1","PC","DEF",2018,35.8
"OLDDEP2","PC","DEF",2018,55.8
"PC_FM","PC","DEF",2018,104
"PC_Y60_MAX","PC","DEF",2018,29.2
"PC_Y65_MAX","PC","DEF",2018,22.9
"OLDDEP1","PC","DEF0",2017,35.4
"OLDDEP2","PC","DEF0",2017,55.1
"PC_FM","PC","DEF0",2017,104
"PC_Y60_MAX","PC","DEF0",2017,28.9
"PC_Y65_MAX","PC","DEF0",2017,22.7
"OLDDEP1","PC","DEF0",2018,35.8
"OLDDEP2","PC","DEF0",2018,55.8
"PC_FM","PC","DEF0",2018,104
